StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
USC00265705,20151229,SNWD,0,,,H,,36.2347,-115.1164,578.5,NV,NORTH LAS VEGAS,,,
USC00265818,20151229,SNWD,0,,,H,2000,41.5683,-117.8389,1280.2,NV,OROVADA 3 W,,,
USC00265846,20151229,SNWD,0,,,H,,36.5508,-114.4581,381.0,NV,OVERTON,,,
USC00265890,20151229,SNWD,0,,,H,,36.2614,-116.0561,784.3,NV,PAHRUMP,,,
USC00266514,20151229,SNWD,0,,,H,,37.6467,-115.7461,1469.1,NV,RACHEL,,,
USC00266791,20151229,SNWD,25,,,H,2400,39.5683,-119.7956,1520.0,NV,RENO WFO,,,
USC00267175,20151229,SNWD,305,,,H,0800,39.2764,-114.9911,2090.3,NV,RUTH,,,
USC00267369,20151229,SNWD,0,,,H,,35.4661,-114.9217,1079.0,NV,SEARCHLIGHT,,HCN,
USC00267463,20151229,SNWD,0,,,H,,37.7617,-117.5658,1302.7,NV,SILVERPEAK,,,
USC00267691,20151229,SNWD,0,,,H,,39.6372,-119.7094,1368.2,NV,SPANISH SPRINGS,,,
USC00267697,20151229,SNWD,0,,,H,,39.5558,-119.7333,1328.0,NV,SPARKS,,,
USC00267908,20151229,SNWD,0,,,H,,38.4231,-115.0225,1614.5,NV,SUNNYSIDE - LUND 31S,,,
USC00268160,20151229,SNWD,0,,,H,1800,38.0694,-117.2355,1831.8,NV,TONOPAH,,,
USC00268186,20151229,SNWD,76,,,H,,38.6944,-119.5453,1557.8,NV,TOPAZ LAKE,,,
USC00268346,20151229,SNWD,432,,,H,1000,41.3144,-116.2225,1880.6,NV,TUSCARORA,,,
USC00268588,20151229,SNWD,0,,,H,,36.4303,-114.5139,609.6,NV,VALLEY OF FIRE SP,,,
USC00268761,20151229,SNWD,76,,,H,,39.3128,-119.6483,1932.4,NV,VIRGINIA CITY,,,
USC00269072,20151229,SNWD,711,,,H,1800,41.6358,-115.8008,1901.6,NV,WILD HORSE RSVR,,,
USC00269168,20151229,SNWD,25,,,H,0700,40.9386,-117.7514,1327.4,NV,WINNEMUCCA 3SSW,,,
USC00270690,20151229,SNWD,76,,,H,,44.4536,-71.1853,280.4,NH,BERLIN,,,
USC00270913,20151229,SNWD,102,,,H,,43.2581,-72.0028,252.1,NH,BRADFORD 2,,,
USC00271647,20151229,SNWD,51,,,H,0700,44.8611,-71.5400,341.4,NH,COLEBROOK 3SW,,,
USC00272302,20151229,SNWD,51,,,H,,42.8267,-71.6261,73.2,NH,EAST MILFORD,,,
USC00272800,20151229,SNWD,102,,,H,0700,43.0303,-71.0839,48.8,NH,EPPING,,,
USC00273626,20151229,SNWD,102,,,H,,43.0167,-70.8333,25.9,NH,GREENLAND,,,
USC00274234,20151229,SNWD,51,,,H,,42.7831,-71.4147,56.4,NH,HUDSON 1 SSE,,,
USC00274329,20151229,SNWD,76,,,H,,44.4169,-71.5008,376.4,NH,JEFFERSON,,,
USC00274480,20151229,SNWD,76,,,H,,43.5492,-71.4647,152.4,NH,LAKEPORT 2,,,
USC00274556,20151229,SNWD,76,,,N,,44.4911,-71.5725,262.1,NH,LANCASTER,,,
USC00275013,20151229,SNWD,76,,,H,,42.8942,-71.9842,295.7,NH,EDWARD MACDOWELL LAKE,,,
USC00275211,20151229,SNWD,102,,,H,,42.9892,-71.3933,77.1,NH,MASSABESIC LAKE,,,
USC00275350,20151229,SNWD,127,,,H,,43.7003,-71.4664,253.0,NH,MEREDITH 3 NNE,,,
USC00275995,20151229,SNWD,102,,,N,,44.0303,-71.1383,165.8,NH,NORTH CONWAY,,,
USC00276234,20151229,SNWD,51,,,H,,44.7500,-71.6303,277.4,NH,NORTH STRATFORD,,,
USC00276550,20151229,SNWD,51,,,H,,42.9453,-72.2369,207.3,NH,OTTER BROOK LAKE,,,
USC00276818,20151229,SNWD,51,,,H,,44.2581,-71.2525,617.2,NH,PINKHAM NOTCH,,,
USC00278539,20151229,SNWD,51,,,H,,42.9967,-72.3128,170.7,NH,SURRY MTN LAKE,,,
USC00278614,20151229,SNWD,0,,,N,,43.8583,-71.2597,158.5,NH,TAMWORTH 4,,,
USC00279278,20151229,SNWD,76,,,H,0700,42.9108,-71.2008,91.4,NH,WEST HAMPSTEAD,,,
USC00280847,20151229,SNWD,0,,,H,,40.4592,-74.5836,12.5,NJ,BLACKWELLS MILLS,,,
USC00280907,20151229,SNWD,0,,,H,,40.8917,-74.3961,85.3,NJ,BOONTON 1 SE,,HCN,
USC00280927,20151229,SNWD,0,,,H,,40.5603,-74.5750,15.2,NJ,BOUND BROOK 2W,,,
USC00282805,20151229,SNWD,0,,,H,,39.3831,-74.8289,25.9,NJ,ESTELL MANOR,,,
USC00283029,20151229,SNWD,0,,,H,,40.5739,-74.8811,79.2,NJ,FLEMINGTON 5 NNW,,HCN,
USC00283662,20151229,SNWD,0,,,H,,39.6442,-74.8072,27.4,NJ,HAMMONTON 1 NE,,,
USC00283704,20151229,SNWD,0,,,H,,40.7514,-74.1567,7.3,NJ,HARRISON,,,
USC00284987,20151229,SNWD,0,,,H,,40.2578,-74.0028,9.1,NJ,LONG BRANCH OAKHURST,,HCN,
USC00285346,20151229,SNWD,0,,,H,,39.4506,-74.7469,6.1,NJ,MAYS LANDING 1 W,,,
USC00286055,20151229,SNWD,0,,,H,,40.4719,-74.4364,26.2,NJ,NEW BRUNSWICK 3 SE,,HCN,
USC00287936,20151229,SNWD,0,,,H,,39.4872,-75.2200,27.4,NJ,SEABROOK FARMS,,,
USC00288644,20151229,SNWD,25,,,N,,41.2214,-74.6600,197.8,NJ,SUSSEX 2 NW,,,
USC00290231,20151229,SNWD,0,,,H,,35.0217,-106.6939,1510.3,NM,ALBUQUERQUE VALLEY,,,
USC00290692,20151229,SNWD,0,,,H,,36.8350,-108.0006,1720.3,NM,AZTEC RUINS NM,,HCN,
USC00291138,20151229,SNWD,0,,,H,,33.8044,-106.8908,1375.3,NM,BOSQUE DEL APACHE,,,
USC00291286,20151229,SNWD,0,,,H,,32.8964,-107.3078,1292.0,NM,CABALLO DAM,,,
USC00291445,20151229,SNWD,0,,,H,,33.3433,-103.6783,1325.9,NM,CAPROCK,,,
USC00291469,20151229,SNWD,127,,,H,,32.3478,-104.2225,951.0,NM,CARLSBAD,,HCN,
USC00291664,20151229,SNWD,330,,,H,,36.9178,-106.5781,2392.7,NM,CHAMA,,HCN,
USC00291931,20151229,SNWD,483,,,H,,32.9544,-105.7353,2645.4,NM,CLOUDCROFT,,,
USC00291982,20151229,SNWD,0,,,H,,35.6414,-106.3322,1694.7,NM,COCHITI DAM,,,
USC00292030,20151229,SNWD,127,,,H,,35.4072,-104.1906,1293.6,NM,CONCHAS DAM,,,
USC00292608,20151229,SNWD,305,,,H,,36.9358,-107.0000,2070.5,NM,DULCE,,HCN,
USC00292700,20151229,SNWD,102,,,H,0700,36.5575,-105.2628,2523.7,NM,EAGLE NEST,,,
USC00292785,20151229,SNWD,25,,,H,,35.0381,-108.3492,2201.6,NM,EL MORRO NATL MON,,,
USC00292837,20151229,SNWD,127,,,H,,36.5928,-106.7300,2054.4,NM,EL VADO DAM,,,
USC00292865,20151229,SNWD,279,,,H,,32.9161,-105.3381,1808.7,NM,ELK,,,
USC00293060,20151229,SNWD,0,,,H,,34.8242,-106.0344,1871.5,NM,ESTANCIA 4N,,,
USC00293296,20151229,SNWD,0,,,H,,34.3942,-104.2503,1234.4,NM,FT SUMNER 5 S,,,
USC00293649,20151229,SNWD,203,,,H,,34.2594,-106.0931,2011.7,NM,GRAN QUIVIRA NATL MON,,,
USC00294009,20151229,SNWD,0,,,H,,32.9203,-107.5656,1605.4,NM,HILLSBORO,,,
USC00294028,20151229,SNWD,0,,,H,,32.6933,-103.2125,1114.0,NM,HOBBS FAA,,,
USC00294366,20151229,SNWD,0,,,H,,35.3886,-106.5439,1642.3,NM,JEMEZ DAM,,,
USC00295908,20151229,SNWD,229,,,H,,35.0128,-106.0450,1895.9,NM,MORIARTY 1 NE,,,
USC00295968,20151229,SNWD,330,,,H,,34.6242,-106.3103,2033.6,NM,MOUNTAINAIR 8NW,,,
USC00296061,20151229,SNWD,0,,,H,,36.8047,-107.6214,1758.7,NM,NAVAJO DAM,,,
USC00296619,20151229,SNWD,0,,,H,,36.2994,-103.7408,1722.1,NM,PASAMONTE,,,
USC00296687,20151229,SNWD,152,,,H,,34.6153,-105.4739,1874.5,NM,PEDERNAL 9 E,,,
USC00297477,20151229,SNWD,0,,,N,,35.2836,-106.6194,1594.1,NM,RIO RANCHO #1,,,
USC00298088,20151229,SNWD,127,,,H,,35.6008,-105.9322,2133.6,NM,SANTA FE SETON,,,
USC00298127,20151229,SNWD,0,,,H,,31.8728,-106.6981,1252.4,NM,SANTA TERESA AP,,,
USC00298535,20151229,SNWD,51,,,H,,32.2822,-106.7597,1184.5,NM,STATE UNIV,,HCN,
USC00299031,20151229,SNWD,51,,,H,,35.7992,-107.1814,2042.2,NM,TORREON NAVAJO MISSION,,,
USC00299085,20151229,SNWD,254,,,H,,36.6511,-105.9725,2480.8,NM,TRES PIEDRAS,,,
USC00299820,20151229,SNWD,559,,,H,,35.9478,-106.7469,2505.5,NM,WOLF CANYON,,,
USC00300063,20151229,SNWD,51,,,H,0730,42.4697,-73.9267,185.0,NY,ALCOVE DAM,,,
USC00300085,20151229,SNWD,0,,,H,0700,42.2497,-77.7583,520.0,NY,ALFRED,,HCN,
USC00300093,20151229,SNWD,0,,,H,0700,42.1003,-78.7497,457.2,NY,ALLEGANY SP,,HCN,
USC00300183,20151229,SNWD,25,,,H,0700,42.3108,-78.0231,449.6,NY,ANGELICA,,HCN,
USC00300321,20151229,SNWD,25,,,H,,42.9328,-76.5447,234.7,NY,AUBURN,,HCN,
USC00300343,20151229,SNWD,25,,,H,0700,42.9203,-77.7558,166.1,NY,AVON,,,
USC00300379,20151229,SNWD,25,,,H,,43.1500,-76.3333,115.5,NY,BALDWINSVILLE,,,
USC00300443,20151229,SNWD,51,,,H,1500,43.0303,-78.1692,278.3,NY,BATAVIA,,HCN,
USC00300500,20151229,SNWD,76,,,H,,43.8833,-75.4333,225.6,NY,BEAVER FALLS,,,
USC00300608,20151229,SNWD,51,,,H,0700,43.5317,-75.9525,201.2,NY,BENNETTS BRG,,,
USC00300785,20151229,SNWD,76,,,H,0700,43.4361,-75.3697,472.4,NY,BOONVILLE 4 SSW,,,
USC00300870,20151229,SNWD,51,,,H,0700,43.2386,-76.1964,114.9,NY,BREWERTON LOCK 23,,,
USC00301309,20151229,SNWD,0,,,H,0800,40.8839,-73.3722,9.1,NY,CENTERPORT,,,
USC00301413,20151229,SNWD,0,,,H,,42.0025,-76.6383,250.5,NY,CHEMUNG,,,
USC00301595,20151229,SNWD,51,,,H,0800,42.6667,-74.4333,356.3,NY,COBLESKILL 2 ESE,,,
USC00301625,20151229,SNWD,0,,,H,0730,42.6472,-78.7111,467.9,NY,COLDEN 1W,,,
USC00301752,20151229,SNWD,25,,,H,,42.7167,-74.9267,383.1,NY,COOPERSTOWN,,HCN,
USC00301787,20151229,SNWD,25,,,H,0700,42.1342,-77.0692,349.6,NY,CORNING,,,
USC00301974,20151229,SNWD,0,,,H,0800,42.5650,-77.7175,201.2,NY,DANSVILLE,,HCN,
USC00302031,20151229,SNWD,51,,,H,0700,42.7672,-74.1711,299.9,NY,DELANSON 2NE,,,
USC00302366,20151229,SNWD,25,,,H,0700,42.2356,-74.1433,606.9,NY,EAST JEWETT,,,
USC00302610,20151229,SNWD,0,,,H,0700,42.0997,-76.8358,288.6,NY,ELMIRA,,HCN,
USC00303025,20151229,SNWD,0,,,H,0700,42.3297,-78.4633,484.6,NY,FRANKLINVILLE,,,
USC00303087,20151229,SNWD,51,,,H,0700,43.3050,-76.3939,109.7,NY,FULTON,,,
USC00303184,20151229,SNWD,0,,,H,0800,42.8767,-77.0308,218.8,NY,GENEVA RSCH FARM,,HCN,
USC00303346,20151229,SNWD,102,,,H,0700,44.3539,-75.5122,128.0,NY,GOUVERNEUR 3 NW,,,
USC00303444,20151229,SNWD,25,,,H,0700,42.3239,-75.7711,280.4,NY,GREENE,,,
USC00303851,20151229,SNWD,76,,,H,0600,43.5753,-75.5208,537.4,NY,HIGHMARKET,,,
USC00303955,20151229,SNWD,25,,,H,0800,42.7919,-77.5136,243.8,NY,HONEOYE,,,
USC00303961,20151229,SNWD,102,,,H,0800,43.8525,-75.7158,450.5,NY,HOOKER 12 NNW,,,
USC00303983,20151229,SNWD,51,,,H,,42.3489,-77.7044,403.9,NY,HORNELL ALMOND DAM,,,
USC00304102,20151229,SNWD,102,,,H,0700,43.7550,-74.2692,506.0,NY,INDIAN LAKE 2SW,,HCN,
USC00304207,20151229,SNWD,0,,,H,0700,42.1100,-79.1592,381.0,NY,JAMESTOWN 4 ENE,,,
USC00304808,20151229,SNWD,0,,,H,0700,42.2472,-78.8125,495.3,NY,LITTLE VALLEY,,,
USC00304912,20151229,SNWD,76,,,H,0700,43.7925,-75.4825,263.0,NY,LOWVILLE,,HCN,
USC00304939,20151229,SNWD,25,,,H,0900,43.3392,-78.3892,102.7,NY,LYNDONVILLE,,,
USC00304996,20151229,SNWD,127,,,H,0700,44.8419,-74.3081,268.2,NY,MALONE,,HCN,
USC00305113,20151229,SNWD,25,,,H,,42.4694,-75.0106,373.4,NY,EMMONS,,HCN,
USC00305233,20151229,SNWD,25,,,H,0700,42.4422,-76.7586,460.2,NY,MECKLENBURG 4SW,,,
USC00305426,20151229,SNWD,25,,,H,1600,41.7681,-74.1550,379.5,NY,MOHONK LAKE,,HCN,
USC00305597,20151229,SNWD,25,,,H,,42.7314,-77.9053,268.2,NY,MT MORRIS 2 W,,,
USC00305679,20151229,SNWD,25,,,H,0700,43.0583,-77.0689,129.2,NY,NEWARK,,,
USC00305714,20151229,SNWD,102,,,H,0800,43.9708,-74.2219,502.0,NY,NEWCOMB,,,
USC00305840,20151229,SNWD,0,,,H,0700,43.1003,-78.9436,158.2,NY,NIAGARA FALLS INTL AP,,,
USC00305925,20151229,SNWD,102,,,H,0700,43.6611,-73.8969,271.3,NY,NORTH CREEK 5 SE,,,
USC00306062,20151229,SNWD,102,,,H,0800,43.1592,-74.2042,240.8,NY,NORTHVILLE,,,
USC00306085,20151229,SNWD,25,,,H,,42.5117,-75.5197,301.4,NY,NORWICH,,HCN,
USC00306196,20151229,SNWD,0,,,H,0730,42.0736,-78.4517,432.8,NY,OLEAN,,,
USC00306217,20151229,SNWD,25,,,H,,42.4603,-75.0642,350.5,NY,ONEONTA,,,
USC00306525,20151229,SNWD,0,,,H,0700,42.4647,-79.0031,368.8,NY,PERRYSBURG,,,
USC00306649,20151229,SNWD,25,,,H,0700,42.1389,-74.0914,619.4,NY,PLATTE CLOVE,,,
USC00306774,20151229,SNWD,0,,,H,,41.3800,-74.6847,143.3,NY,PORT JERVIS,,HCN,
USC00306820,20151229,SNWD,25,,,H,0700,41.7267,-73.9200,56.4,NY,POUGHKEEPSIE 7NNW,,,
USC00306867,20151229,SNWD,51,,,H,0600,43.5697,-76.1164,121.6,NY,PULASKI,,,
USC00307329,20151229,SNWD,25,,,H,0800,42.4264,-78.1919,487.7,NY,RUSHFORD,,,
USC00307705,20151229,SNWD,25,,,H,0700,42.6772,-75.5067,333.8,NY,SHERBURNE,,,
USC00307842,20151229,SNWD,25,,,H,0730,43.2358,-77.0842,135.3,NY,SODUS,,,
USC00308248,20151229,SNWD,102,,,H,0800,43.9000,-75.0367,515.1,NY,STILLWATER RSVR,,HCN,
USC00308600,20151229,SNWD,25,,,H,0700,42.7500,-73.6833,7.3,NY,TROY L&D,,HCN,
USC00308631,20151229,SNWD,127,,,H,,44.2308,-74.4383,512.1,NY,TUPPER LAKE SUNMOUNT,,HCN,
USC00308910,20151229,SNWD,25,,,H,0700,42.7392,-78.5878,345.9,NY,WALES,,HCN,
USC00308932,20151229,SNWD,25,,,H,,42.1847,-75.1456,451.1,NY,WALTON 2,,,
USC00308962,20151229,SNWD,51,,,H,0700,42.6856,-78.2203,554.7,NY,WARSAW 6 SW,,,
USC00309072,20151229,SNWD,0,,,H,0500,42.1172,-77.9475,460.2,NY,WELLSVILLE,,,
USC00309248,20151229,SNWD,38,,,N,0700,43.1594,-75.4611,172.2,NY,WESTMORELAND 4N,,,
USC00309389,20151229,SNWD,102,,,H,0800,43.5575,-73.4011,36.3,NY,WHITEHALL,,,
USC00309425,20151229,SNWD,25,,,H,0700,42.0397,-77.7650,530.4,NY,WHITESVILLE,,,
USC00309442,20151229,SNWD,0,,,H,,42.3417,-75.9653,317.0,NY,WHITNEY POINT DAM,,,
USC00309690,20151229,SNWD,51,,,H,0700,43.2683,-79.0103,85.3,NY,YOUNGSTOWN 2 NE,,,
USC00310645,20151229,SNWD,0,,,H,,36.1878,-81.8736,1540.2,NC,BEECH MTN,,,
USC00310982,20151229,SNWD,0,,,H,0700,36.2114,-81.6442,1024.1,NC,BOONE 1 SE,,,
USC00311975,20151229,SNWD,0,,,H,,35.4111,-80.5833,213.4,NC,CONCORD,,,
USC00312238,20151229,SNWD,0,,,H,0700,36.4300,-80.1789,310.6,NC,DANBURY,,,
USC00312631,20151229,SNWD,0,,,H,0700,36.4742,-79.7433,206.7,NC,EDEN,,,
USC00312732,20151229,SNWD,0,,,H,,34.6044,-78.6481,31.4,NC,ELIZABETHTOWN 3 SW,,,
USC00313072,20151229,SNWD,0,,,N,,36.2528,-81.9136,1022.6,NC,FLAT SPRINGS 1E,,,
USC00313969,20151229,SNWD,0,,,H,,36.3481,-78.4119,146.3,NC,HENDERSON 2 NNW,,HCN,
USC00314063,20151229,SNWD,0,,,H,,35.9672,-79.9722,274.3,NC,HIGH POINT,,,
USC00314260,20151229,SNWD,0,,,H,,35.8950,-82.8311,425.5,NC,HOT SPRINGS,,,
USC00314496,20151229,SNWD,0,,,H,0700,36.4161,-81.4286,844.3,NC,JEFFERSON 2 E,,,
USC00314675,20151229,SNWD,0,,,H,0700,36.2839,-80.3625,268.2,NC,KING,,,
USC00314764,20151229,SNWD,0,,,H,,35.4206,-82.1878,317.0,NC,LAKE LURE 2,,,
USC00314788,20151229,SNWD,0,,,H,,35.0967,-82.9508,975.4,NC,LAKE TOXAWAY 2 SW,,,
USC00314860,20151229,SNWD,0,,,H,,34.7508,-79.4664,64.0,NC,LAURINBURG,,,
USC00315890,20151229,SNWD,0,,,H,0700,36.4992,-80.6508,317.3,NC,MT AIRY 2 W,,HCN,
USC00316001,20151229,SNWD,0,,,H,,35.0714,-83.9683,487.7,NC,MURPHY 4ESE,,,
USC00316096,20151229,SNWD,0,,,H,,34.7764,-76.8769,9.1,NC,NEWPORT MOREHEAD CITY,,,
USC00316256,20151229,SNWD,0,,,H,0700,36.1631,-81.1494,341.4,NC,NORTH WILKESBORO,,,
USC00316341,20151229,SNWD,0,,,H,,35.5158,-83.3056,621.8,NC,OCONALUFTEE,,,
USC00317202,20151229,SNWD,0,,,H,0700,36.3825,-79.6947,271.3,NC,REIDSVILLE 2 NW,,HCN,
USC00318694,20151229,SNWD,0,,,H,0700,36.3919,-81.3039,876.3,NC,TRANSOU,,HCN,
USC00318906,20151229,SNWD,0,,,H,,35.5231,-81.4439,274.3,NC,VALE AG 2 SW,,,
USC00319026,20151229,SNWD,0,,,H,,34.7314,-77.9831,10.7,NC,WALLACE 1SE,,,
USC00319123,20151229,SNWD,0,,,H,,35.7742,-83.0981,438.9,NC,WATERVILLE 2,,,
USC00319461,20151229,SNWD,0,,,H,,34.1425,-77.8789,9.1,NC,WILMINGTON 7 SE,,,
USC00319555,20151229,SNWD,0,,,H,0700,36.1308,-81.2275,326.1,NC,W KERR SCOTT RSVR,,,
USC00319675,20151229,SNWD,0,,,H,0700,36.1306,-80.5481,266.7,NC,YADKINVILLE 6 E,,,
USC00319704,20151229,SNWD,0,,,H,0700,36.3783,-79.2544,199.6,NC,YANCEYVILLE 4 SE,,,
USC00320817,20151229,SNWD,127,,,N,0700,46.8339,-100.7969,558.1,ND,BISMARCK 2.4 NNW,,,
USC00321435,20151229,SNWD,229,,,H,,48.8628,-97.7014,271.3,ND,CAVALIER 7NW,,,
USC00321871,20151229,SNWD,102,,,H,1800,48.9075,-103.2936,600.8,ND,CROSBY,,HCN,
USC00322148,20151229,SNWD,0,,,H,,48.1167,-98.9000,438.9,ND,DEVILS LAKE,,,
USC00323004,20151229,SNWD,102,,,N,0800,46.4581,-101.2000,603.5,ND,FLASHER,,,
USC00323621,20151229,SNWD,127,,,H,2400,47.9217,-97.0981,253.0,ND,GRAND FORKS UNIV (NWS),,HCN,
USC00324418,20151229,SNWD,178,,,H,0600,46.8844,-98.6850,447.1,ND,JAMESTOWN STATE HOSP,,HCN,
USC00324722,20151229,SNWD,76,,,N,0900,47.3714,-102.7606,704.1,ND,KILLDEER,,,
USC00324958,20151229,SNWD,229,,,H,,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,,HCN,
USC00325002,20151229,SNWD,102,,,H,0500,48.6272,-101.3764,490.7,ND,LANSFORD,,,
USC00325186,20151229,SNWD,76,,,H,,46.0725,-97.1461,342.9,ND,LIDGERWOOD,,,
USC00325220,20151229,SNWD,76,,,H,0800,46.4444,-97.6928,350.2,ND,LISBON,,HCN,
USC00325638,20151229,SNWD,76,,,H,,47.8214,-101.2922,643.1,ND,MAX,,,
USC00325660,20151229,SNWD,152,,,H,0630,47.4989,-97.3514,299.6,ND,MAYVILLE,,,
USC00325754,20151229,SNWD,76,,,H,0700,46.3911,-97.2392,327.7,ND,MC LEOD 3 E,,,
USC00325813,20151229,SNWD,25,,,H,0800,46.9161,-103.5264,691.3,ND,MEDORA,,,
USC00325993,20151229,SNWD,127,,,H,0800,48.1803,-101.2964,539.2,ND,MINOT EXP STN,,,
USC00326105,20151229,SNWD,76,,,H,0800,46.7006,-98.5839,428.2,ND,MONTPELIER,,,
USC00326365,20151229,SNWD,76,,,H,0900,46.8925,-101.4897,655.3,ND,NEW SALEM 5NW,,,
USC00328415,20151229,SNWD,127,,,H,0800,46.7153,-99.4475,597.7,ND,STREETER 5 NW,,,
USC00328660,20151229,SNWD,0,,,H,,46.9989,-102.4761,676.7,ND,TAYLOR 7 NNW,,,
USC00328872,20151229,SNWD,76,,,H,0800,47.4550,-101.1461,623.3,ND,UNDERWOOD,,,
USC00328913,20151229,SNWD,178,,,H,,48.6147,-100.7264,434.3,ND,UPHAM 3 N,,,
USC00329430,20151229,SNWD,102,,,H,1800,48.1375,-103.7372,641.6,ND,WILLISTON EXP FARM,,,
USC00329445,20151229,SNWD,178,,,H,0500,48.6061,-100.2911,449.0,ND,WILLOW CITY,,HCN,
USC00331404,20151229,SNWD,0,,,H,,40.2914,-82.6547,367.3,OH,CENTERBURG 2 SE,,,
USC00331458,20151229,SNWD,0,,,H,,41.5833,-81.1833,344.4,OH,CHARDON,,,
USC00331515,20151229,SNWD,0,,,H,,39.1547,-84.6233,292.6,OH,CHEVIOT,,,
USC00331592,20151229,SNWD,0,,,H,,39.6106,-82.9547,205.1,OH,CIRCLEVILLE,,HCN,
USC00332098,20151229,SNWD,0,,,H,0830,41.2783,-84.3847,213.4,OH,DEFIANCE,,HCN,
USC00333500,20151229,SNWD,0,,,H,0700,39.6667,-80.8667,189.0,OH,HANNIBAL LOCKS AND DAM,,,
USC00333758,20151229,SNWD,0,,,H,0730,39.2333,-83.6092,296.0,OH,HILLSBORO,,HCN,
USC00334551,20151229,SNWD,0,,,H,0700,40.7247,-84.1294,259.1,OH,LIMA WWTP,,,
USC00334681,20151229,SNWD,0,,,H,0700,39.8972,-83.5097,346.9,OH,LONDON STATE FISH HATCHERY,,,
USC00335718,20151229,SNWD,0,,,H,,39.5014,-82.2439,213.4,OH,NELSONVILLE,,,
USC00335747,20151229,SNWD,0,,,H,,40.0875,-82.4128,254.5,OH,NEWARK WATER WKS,,,
USC00335857,20151229,SNWD,0,,,H,,39.7333,-82.2156,271.3,OH,NEW LEXINGTON 2 NW,,,
USC00335939,20151229,SNWD,0,,,H,0700,39.3933,-81.2192,203.6,OH,NEWPORT,,,
USC00336196,20151229,SNWD,0,,,H,,41.2667,-82.2167,248.7,OH,OBERLIN,,HCN,
USC00336465,20151229,SNWD,0,,,H,0700,41.1247,-84.5919,221.0,OH,PAULDING,,,
USC00337400,20151229,SNWD,0,,,H,,40.1394,-83.9289,359.7,OH,ST PARIS 2 NE,,,
USC00338025,20151229,SNWD,0,,,H,0700,40.3764,-80.6283,302.4,OH,STEUBENVILLE,,,
USC00338822,20151229,SNWD,0,,,H,0700,41.5183,-84.1453,228.6,OH,WAUSEON WTP,,HCN,
USC00338830,20151229,SNWD,0,,,H,,39.1114,-82.9797,170.7,OH,WAVERLY,,HCN,
USC00338951,20151229,SNWD,0,,,H,,40.1264,-82.9433,246.9,OH,WESTERVILLE,,,
USC00340193,20151229,SNWD,25,,,H,,36.8014,-98.6878,446.2,OK,ALVA 1W,,,
USC00340215,20151229,SNWD,76,,,H,,36.2483,-98.1883,364.2,OK,AMES,,,
USC00340332,20151229,SNWD,152,,,H,,36.1669,-99.7214,740.4,OK,ARNETT 3NE,,,
USC00340546,20151229,SNWD,25,,,H,,36.7619,-96.0117,217.9,OK,BARTLESVILLE 3,,,
USC00340567,20151229,SNWD,0,,,H,0700,34.3850,-94.8981,250.5,OK,BATTIEST,,,
USC00340818,20151229,SNWD,0,,,H,0700,36.8047,-97.2764,307.8,OK,BLACKWELL,,,
USC00341075,20151229,SNWD,0,,,H,0800,36.9219,-97.3350,320.0,OK,BRAMAN,,,
USC00341648,20151229,SNWD,0,,,H,,34.6008,-96.3131,216.4,OK,CENTRAHOMA 2 ESE,,,
USC00341684,20151229,SNWD,0,,,H,0700,35.7061,-96.8800,292.0,OK,CHANDLER,,,
USC00342242,20151229,SNWD,51,,,H,,35.9269,-97.6742,327.4,OK,CRESCENT 5WSW,,,
USC00342354,20151229,SNWD,0,,,H,,34.5433,-95.6764,230.1,OK,DAISY 4 ENE,,,
USC00342660,20151229,SNWD,0,,,H,,34.5011,-97.9592,342.9,OK,DUNCAN,,,
USC00342912,20151229,SNWD,25,,,H,0700,36.4194,-97.8747,379.5,OK,ENID,,HCN,
USC00343688,20151229,SNWD,0,,,H,,34.0225,-97.6342,272.8,OK,GRADY 2E,,,
USC00343909,20151229,SNWD,0,,,H,,36.9381,-96.8214,337.4,OK,HARDY 2SSW,,,
USC00343998,20151229,SNWD,51,,,H,,34.6286,-99.1394,413.6,OK,HEADRICK,,,
USC00344001,20151229,SNWD,25,,,H,,34.2333,-97.4203,274.9,OK,HEALDTON 3 E,,,
USC00344202,20151229,SNWD,76,,,H,,35.0258,-99.1058,473.0,OK,HOBART,,,
USC00344451,20151229,SNWD,0,,,H,0800,33.9336,-94.8278,111.3,OK,IDABEL,,,
USC00344573,20151229,SNWD,25,,,H,0700,36.7222,-97.7903,318.5,OK,JEFFERSON,,HCN,
USC00344861,20151229,SNWD,0,,,H,0730,35.8583,-97.9294,320.0,OK,KINGFISHER,,HCN,
USC00345108,20151229,SNWD,0,,,H,,34.4339,-96.2717,211.8,OK,LEHIGH 4 SW,,,
USC00345468,20151229,SNWD,0,,,H,,34.0919,-96.7708,234.7,OK,MADILL,,,
USC00345581,20151229,SNWD,0,,,H,,34.6367,-97.9786,385.3,OK,MARLOW 1 WSW,,,
USC00345589,20151229,SNWD,0,,,H,,36.1519,-97.6225,317.3,OK,MARSHALL,,,
USC00345713,20151229,SNWD,0,,,H,,34.3097,-95.8675,204.8,OK,MCGEE CREEK DAM,,,
USC00346035,20151229,SNWD,76,,,H,,35.1464,-99.4956,515.1,OK,MORAVIA 2 NNE,,,
