StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
USC00173567,20151230,SNWD,279,,,H,,44.9467,-69.5456,97.5,ME,HARMONY,,,
USC00173570,20151230,SNWD,152,,,H,0700,44.3744,-70.3164,214.9,ME,HARTFORD,,,
USC00173862,20151230,SNWD,140,,,N,,43.6478,-70.6750,96.0,ME,HOLLIS,,,
USC00174086,20151230,SNWD,305,,,H,0700,45.6261,-70.2461,370.0,ME,JACKMAN,,,
USC00174550,20151230,SNWD,305,,,H,0700,44.9153,-69.0539,125.0,ME,LEVANT,,,
USC00174745,20151230,SNWD,178,,,H,0700,44.4717,-70.1594,115.8,ME,LIVERMORE FALLS 1 E,,,
USC00175305,20151230,SNWD,356,,,H,0700,45.6403,-68.6747,109.7,ME,MILLINOCKET WASTEWATER,,,
USC00175460,20151230,SNWD,406,,,H,,45.5853,-69.7186,316.1,ME,MOOSEHEAD,,,
USC00175736,20151230,SNWD,152,,,H,,44.6353,-70.0003,146.3,ME,NEW SHARON,,,
USC00176721,20151230,SNWD,483,,,H,,45.8944,-69.9647,335.3,ME,PITTSTON FARM,,,
USC00176856,20151230,SNWD,127,,,H,,44.0069,-70.3608,170.7,ME,POLAND,,,
USC00177037,20151230,SNWD,305,,,H,,44.9892,-70.6719,466.3,ME,RANGELEY,,,
USC00177238,20151230,SNWD,229,,,H,,45.0853,-67.1203,35.1,ME,ROBBINSTON,,,
USC00177336,20151230,SNWD,152,,,H,,44.4947,-70.6564,190.5,ME,RUMFORD 6SW,,,
USC00177479,20151230,SNWD,127,,,H,,43.4569,-70.7803,85.3,ME,SANFORD 2 NNW,,,
USC00178792,20151230,SNWD,356,,,H,0700,45.4353,-67.7214,189.0,ME,TOPSFIELD 2,,,
USC00178817,20151230,SNWD,102,,,H,0700,44.2822,-70.2561,172.2,ME,TURNER,,,
USC00178965,20151230,SNWD,254,,,H,0700,47.1664,-67.9397,139.0,ME,VAN BUREN 2,,,
USC00179151,20151230,SNWD,152,,,H,,44.5272,-69.6544,22.3,ME,WATERVILLE TRTMT PLT,,,
USC00179720,20151230,SNWD,152,,,N,0700,43.8567,-70.4664,114.3,ME,WINDHAM 2NW,,,
USC00180700,20151230,SNWD,0,,,H,,39.0303,-76.9314,44.2,MD,BELTSVILLE,,HCN,
USC00181125,20151230,SNWD,0,,,H,,39.1911,-77.0069,100.6,MD,BRIGHTON DAM,,,
USC00182060,20151230,SNWD,0,,,H,,39.6556,-76.1756,12.2,MD,CONOWINGO DAM,,,
USC00182325,20151230,SNWD,0,,,H,,38.9386,-77.1133,45.7,MD,DALECARLIA RSVR,,,
USC00182336,20151230,SNWD,0,,,H,,39.2647,-77.2319,213.4,MD,DAMASCUS 3 SSW,,,
USC00182906,20151230,SNWD,0,,,H,,39.6811,-77.2914,122.8,MD,EMMITSBURG 2 SE,,,
USC00185934,20151230,SNWD,0,,,H,,39.7194,-76.8028,262.1,MD,MILLERS 4 NE,,,
USC00186800,20151230,SNWD,0,,,N,,38.7853,-76.9947,36.6,MD,OXON HILL,,,
USC00188557,20151230,SNWD,0,,,H,,38.9719,-76.3381,3.0,MD,STEVENSVILLE 2SW,,,
USC00190120,20151230,SNWD,51,,,H,,42.3861,-72.5375,44.2,MA,AMHERST,,HCN,
USC00190190,20151230,SNWD,51,,,H,,42.6178,-71.9158,337.7,MA,ASHBURNHAM,,,
USC00190192,20151230,SNWD,76,,,H,,42.6617,-71.9358,349.3,MA,ASHBURNHAM NORTH,,,
USC00190408,20151230,SNWD,51,,,H,,42.4281,-72.0275,251.5,MA,BARRE FALLS DAM,,,
USC00190562,20151230,SNWD,25,,,H,,42.2794,-72.3483,166.7,MA,BELCHERTOWN,,,
USC00190593,20151230,SNWD,0,,,H,,42.5881,-70.8372,19.8,MA,BEVERLY,,,
USC00190666,20151230,SNWD,51,,,H,,42.6325,-72.1233,263.0,MA,BIRCH HILL DAM,,,
USC00190736,20151230,SNWD,25,,,H,,42.2122,-71.1136,190.5,MA,BLUE HILL,GSN,HCN,74492
USC00190840,20151230,SNWD,0,,,H,0700,41.9539,-70.9572,12.2,MA,BRIDGEWATER,,,
USC00190860,20151230,SNWD,0,,,H,,42.0478,-71.0050,24.4,MA,BROCKTON,,,
USC00191386,20151230,SNWD,0,,,H,,41.6569,-69.9589,12.2,MA,CHATHAM,,,74494
USC00192372,20151230,SNWD,0,,,H,,41.7144,-70.4717,45.7,MA,EAST SANDWICH,,,
USC00192501,20151230,SNWD,0,,,H,,41.3853,-70.5181,9.1,MA,EDGARTOWN,,,
USC00192997,20151230,SNWD,25,,,H,,42.0792,-71.4094,76.2,MA,FRANKLIN,,,
USC00193229,20151230,SNWD,51,,,H,0730,42.5719,-72.5975,39.6,MA,GREENFIELD NO 3,,,
USC00193276,20151230,SNWD,64,,,N,,42.7467,-71.0425,10.1,MA,GROVELAND,,,
USC00193402,20151230,SNWD,25,,,H,,42.3458,-72.1542,173.7,MA,HARDWICK 2 ESE,,,
USC00193624,20151230,SNWD,25,,,H,,42.2269,-70.9125,10.7,MA,HINGHAM,,,
USC00194711,20151230,SNWD,0,,,H,,41.8819,-70.9086,15.8,MA,MIDDLEBORO,,,
USC00194760,20151230,SNWD,0,,,H,,42.1619,-71.5117,82.3,MA,MILFORD,,,
USC00195285,20151230,SNWD,51,,,N,,42.8633,-70.8997,25.9,MA,NEWBURYPORT 4 NNW,,,
USC00195524,20151230,SNWD,25,,,H,,42.1150,-71.6758,96.0,MA,NORTHBRIDGE 2,,,
USC00195984,20151230,SNWD,0,T,,N,,41.9928,-71.1667,29.0,MA,NORTON WEST,,,
USC00198573,20151230,SNWD,51,,,H,,42.6394,-72.2244,207.3,MA,TULLY LAKE,,,
USC00198757,20151230,SNWD,25,,,H,,42.1608,-71.2461,50.3,MA,WALPOLE 2,,HCN,
USC00199193,20151230,SNWD,25,,,H,,42.0931,-72.8036,131.1,MA,WESTFIELD 3 SW,,,
USC00199972,20151230,SNWD,51,,,H,,42.3869,-72.9211,391.7,MA,WORTHINGTON,,,
USC00200106,20151230,SNWD,0,,,H,,42.6158,-82.5436,176.8,MI,ALGONAC WWTP,,,
USC00200146,20151230,SNWD,102,,,H,0700,43.3864,-84.6492,224.0,MI,ALMA,,HCN,
USC00200166,20151230,SNWD,178,,,H,,45.1628,-83.5906,225.6,MI,ALPENA 10NW,,,
USC00200197,20151230,SNWD,76,,,H,0800,46.2350,-88.4539,448.1,MI,AMASA 1W,,,
USC00200228,20151230,SNWD,0,,,H,,42.2417,-83.6933,253.6,MI,ANN ARBOR SE,,,
USC00200230,20151230,SNWD,0,,,H,,42.2947,-83.7108,274.3,MI,ANN ARBOR U OF MICH,,HCN,
USC00200234,20151230,SNWD,152,,,H,0800,46.0750,-87.4894,338.3,MI,ARNOLD 2N,,,
USC00200342,20151230,SNWD,229,,,H,0700,44.9933,-84.1625,272.8,MI,ATLANTA 1SW,,,
USC00200361,20151230,SNWD,76,,,H,0630,43.6253,-84.0189,184.4,MI,AUBURN 2NE,,,
USC00200417,20151230,SNWD,25,,,H,,43.8081,-82.9939,217.9,MI,BAD AXE,,,
USC00200495,20151230,SNWD,203,,,H,0800,46.7953,-88.6014,236.5,MI,BARAGA 5W,,,
USC00200497,20151230,SNWD,127,,,H,0800,46.8208,-88.6064,198.7,MI,BARAGA 7NW,,,
USC00200552,20151230,SNWD,25,,,H,1900,42.3667,-85.2667,283.5,MI,BATTLE CREEK 5NW,,,
USC00200718,20151230,SNWD,178,,,H,0800,46.5869,-89.5475,396.2,MI,BERGLAND DAM,,,
USC00200758,20151230,SNWD,102,,,H,0800,44.5317,-86.1311,235.6,MI,BEULAH 7SSW,,,
USC00200770,20151230,SNWD,152,,,H,0800,46.8325,-87.7503,233.2,MI,BIG BAY 1NW,,,
USC00200779,20151230,SNWD,76,,,H,,43.7072,-85.4822,283.5,MI,BIG RAPIDS WTR WKS,,HCN,
USC00200925,20151230,SNWD,152,,,H,1700,45.1672,-84.9139,221.9,MI,BOYNE FALLS,,,
USC00201150,20151230,SNWD,25,,,H,,43.0675,-83.5919,230.7,MI,BURTON 4N,,,
USC00201299,20151230,SNWD,0,,,H,,43.4839,-83.3919,210.3,MI,CARO WWTP,,,
USC00201435,20151230,SNWD,51,,,H,0700,46.4992,-87.8450,463.3,MI,CLARKSBURG,,,
USC00201468,20151230,SNWD,178,,,H,0800,45.3172,-85.2672,180.7,MI,CHARLEVOIX,,,
USC00201486,20151230,SNWD,152,,,H,0800,46.3414,-86.9242,265.2,MI,CHATHAM EXP FARM 2,,HCN,
USC00201492,20151230,SNWD,178,,,H,0800,45.6528,-84.4725,179.2,MI,CHEBOYGAN,,HCN,
USC00201502,20151230,SNWD,0,,,H,,42.3264,-84.0133,274.3,MI,CHELSEA,,,
USC00201522,20151230,SNWD,51,,,H,,43.1936,-84.1114,189.0,MI,CHESANING,,,
USC00201675,20151230,SNWD,0,,,H,2400,41.9622,-84.9925,299.9,MI,COLDWATER ST SCHOOL,,HCN,
USC00201818,20151230,SNWD,0,,,H,,42.9986,-84.0744,232.3,MI,CORUNNA 2 NE,,,
USC00202094,20151230,SNWD,203,,,H,0800,45.9983,-83.9014,181.4,MI,DETOUR VILLAGE,,,
USC00202250,20151230,SNWD,0,,,H,0730,41.9856,-86.1319,225.6,MI,DOWAGIAC 1 W,,,
USC00202328,20151230,SNWD,0,,,H,,42.9269,-83.9894,234.7,MI,DURAND WWTP,,,
USC00202376,20151230,SNWD,127,,,H,,44.3669,-84.6892,349.6,MI,EAST HOUGHTON LAKE,,,
USC00202382,20151230,SNWD,152,,,N,0730,45.1864,-85.1478,196.9,MI,EAST JORDAN 2NW,,,
USC00202423,20151230,SNWD,102,,,H,0830,44.2839,-83.5036,178.6,MI,EAST TAWAS,,HCN,
USC00202598,20151230,SNWD,203,,,H,0730,46.1281,-85.5697,208.8,MI,ENGADINE MDOT,,,
USC00202691,20151230,SNWD,0,,,H,,42.4669,-83.3625,219.5,MI,FARMINGTON,,,
USC00202804,20151230,SNWD,25,,,H,,43.9158,-83.0831,193.5,MI,FILION 5NNW,,,
USC00203025,20151230,SNWD,76,,,H,,43.4458,-86.0264,243.8,MI,FREMONT 4 WSW,,,
USC00203078,20151230,SNWD,127,,,N,0800,45.8981,-86.5483,199.0,MI,GARDEN CORNERS,,,
USC00203096,20151230,SNWD,178,,,H,0800,45.0333,-84.7114,401.7,MI,GAYLORD,,,
USC00203099,20151230,SNWD,203,,,H,2400,44.9072,-84.7189,447.4,MI,GAYLORD 9SSW,,,72634
USC00203188,20151230,SNWD,102,,,H,0730,44.5358,-83.7022,272.5,MI,GLENNIE 2SE,,,
USC00203268,20151230,SNWD,203,,,H,0700,45.8806,-87.0911,225.9,MI,GLADSTONE  4NW,,,
USC00203270,20151230,SNWD,152,,,H,0700,45.8433,-87.0392,214.6,MI,GLADSTONE NO 2,,,
USC00203278,20151230,SNWD,0,,,H,,42.9164,-83.5097,277.4,MI,GOODRICH,,,
USC00203413,20151230,SNWD,127,,,H,0600,46.4533,-87.3039,205.7,MI,GREEN GARDEN NO.2,,,
USC00203477,20151230,SNWD,0,,,H,,42.4078,-82.8892,186.8,MI,GROSSE POINTE FARMS,,,
USC00203529,20151230,SNWD,127,,,H,0900,44.4633,-83.7217,221.9,MI,HALE LOUD DAM,,,
USC00203585,20151230,SNWD,25,,,H,,43.8322,-82.6428,181.4,MI,HARBOR BEACH 1 SSE,,,
USC00203628,20151230,SNWD,178,,,H,0800,44.6819,-83.2808,178.3,MI,HARRISVILLE 2NNE,,,
USC00203632,20151230,SNWD,76,,,N,,43.6747,-86.4239,234.7,MI,HART 3 WSW,,HCN,
USC00203639,20151230,SNWD,102,,,H,0830,46.4908,-87.3550,194.8,MI,HARVEY,,,
USC00203661,20151230,SNWD,25,,,H,,42.6422,-85.2875,249.9,MI,HASTINGS,,,
USC00203744,20151230,SNWD,229,,,H,0800,46.6650,-88.3750,509.0,MI,HERMAN,,,
USC00203823,20151230,SNWD,0,,,H,0800,41.9353,-84.6411,329.2,MI,HILLSDALE,,HCN,
USC00203858,20151230,SNWD,102,,,H,0700,42.7989,-86.2050,188.1,MI,HOLLAND WTP,,,
USC00203925,20151230,SNWD,13,,,N,0700,42.6353,-85.7611,214.9,MI,HOPKINS 1 N,,,
USC00204104,20151230,SNWD,229,,,H,0900,46.4656,-90.1892,435.9,MI,IRONWOOD,,HCN,
USC00204161,20151230,SNWD,178,,,H,0700,47.0083,-88.4317,198.1,MI,JACOBSVILLE,,,
USC00204257,20151230,SNWD,152,,,H,0800,44.7281,-85.1728,315.5,MI,KALKASKA,,,
USC00204258,20151230,SNWD,152,,,H,0830,44.5897,-85.0486,330.1,MI,KALKASKA 11SE,,,
USC00204502,20151230,SNWD,0,,,H,0800,44.3089,-85.2050,374.9,MI,LAKE CITY EXP FARM,,,
USC00204655,20151230,SNWD,0,,,H,,43.0608,-83.3075,249.9,MI,LAPEER WWTP,,,
USC00204659,20151230,SNWD,0,,,H,,43.0581,-83.3606,255.1,MI,LAPEER 2W,,,
USC00204793,20151230,SNWD,0,,,H,,42.8133,-83.8039,263.0,MI,LINDEN WWTP,,,
USC00204808,20151230,SNWD,0,,,H,,43.2631,-82.5328,189.6,MI,LEXINGTON WTP,,,
USC00204967,20151230,SNWD,152,,,H,0800,44.4200,-84.0233,276.8,MI,LUPTON 1S,,,
USC00205050,20151230,SNWD,0,,,H,,42.1508,-84.0236,294.1,MI,MANCHESTER,,,
USC00205073,20151230,SNWD,102,,,H,0800,45.9511,-86.2514,182.9,MI,MANISTIQUE WWTP,,,
USC00205097,20151230,SNWD,279,,,H,1300,44.8550,-85.8353,243.5,MI,MAPLE CITY 1E,,,
USC00205382,20151230,SNWD,152,,,H,0800,45.1111,-87.6117,180.1,MI,MENOMINEE NO.2,,,
USC00205406,20151230,SNWD,102,,,H,0800,46.5453,-88.1800,521.2,MI,MICHIGAMME 3WNW,,,
USC00205434,20151230,SNWD,76,,,H,,43.6089,-84.2011,195.1,MI,MIDLAND,,HCN,
USC00205452,20151230,SNWD,0,,,H,,42.5794,-83.6844,301.8,MI,MILFORD GM PROVING GRD,,,
USC00205533,20151230,SNWD,178,,,H,0830,44.6467,-84.1158,316.1,MI,MIO WWTP,,,
USC00205591,20151230,SNWD,178,,,H,0800,45.9903,-84.8361,211.8,MI,MORAN,,,
USC00205603,20151230,SNWD,0,,,H,,41.7217,-84.2147,234.7,MI,MORENCI,,,
USC00205816,20151230,SNWD,127,,,H,0800,46.3286,-85.5033,270.1,MI,NEWBERRY CORRECTIONAL FACILITY,,HCN,
USC00205822,20151230,SNWD,0,,,N,,41.9497,-83.2800,176.2,MI,NEWPORT 4SSE,,,
USC00206007,20151230,SNWD,127,,,H,0800,45.1322,-85.6472,227.4,MI,NORTHPORT 2W,,,
USC00206012,20151230,SNWD,152,,,H,0800,44.8831,-85.6753,249.9,MI,NW MICHIGAN RSCH FM,,,
USC00206184,20151230,SNWD,203,,,H,1800,45.4108,-84.2233,227.1,MI,ONAWAY 4N,,,
USC00206510,20151230,SNWD,152,,,H,0800,45.3614,-84.9511,228.0,MI,PETOSKEY NCMC,,,
USC00206680,20151230,SNWD,0,,,H,,42.9750,-82.4194,179.8,MI,PORT HURON,,,
USC00206982,20151230,SNWD,0,,,H,,42.8783,-82.7958,233.2,MI,RICHMOND 4 NNW,,,
USC00207096,20151230,SNWD,178,,,H,0800,45.4136,-83.8142,193.5,MI,ROGERS CITY #2,,,
USC00207222,20151230,SNWD,25,,,H,,43.4122,-83.9561,182.9,MI,SAGINAW #3,,,
USC00207275,20151230,SNWD,114,,,N,0730,45.8608,-84.7197,201.5,MI,ST IGNACE,,,
USC00207364,20151230,SNWD,152,,,H,0800,46.4867,-84.4089,192.0,MI,SAULT STE MARIE,,,
USC00207407,20151230,SNWD,76,,,H,,43.9331,-86.2453,203.0,MI,SCOTTVILLE 2SE,,,
USC00207812,20151230,SNWD,102,,,H,0700,46.0556,-88.6275,442.0,MI,STAMBAUGH 2SSE,,HCN,
USC00207891,20151230,SNWD,0,,,H,0700,42.0019,-86.5219,179.8,MI,STEVENSVILLE 1SE,,,
USC00208184,20151230,SNWD,25,,,H,0700,41.9300,-85.6386,246.9,MI,THREE RIVERS,,,
USC00208202,20151230,SNWD,0,,,H,0700,42.0283,-84.1108,295.7,MI,TIPTON 2WNW,,,
USC00208249,20151230,SNWD,152,,,H,0730,44.7608,-85.6442,193.5,MI,TRAVERSE CITY MUNSON,,,
USC00208443,20151230,SNWD,25,,,H,,43.3656,-83.5828,192.0,MI,VASSAR,,,
USC00208682,20151230,SNWD,127,,,H,0800,46.2231,-89.4086,515.1,MI,WATERSMEET 12WSW,,,
USC00208772,20151230,SNWD,51,,,H,0800,44.2586,-85.9394,198.1,MI,WELLSTON TIPPY DAM,,,
USC00208774,20151230,SNWD,102,,,H,1200,44.2294,-85.9572,235.6,MI,WELLSTON 1N,,,
USC00209110,20151230,SNWD,0,,,H,,42.2011,-83.1686,176.8,MI,WYANDOTTE,,,
USC00209188,20151230,SNWD,25,,,H,,43.1447,-82.8011,249.9,MI,YALE 1 NNW,,,
USC00210075,20151230,SNWD,152,,,H,,43.6064,-93.3019,374.9,MN,ALBERT LEA 3 SE,,HCN,
USC00210146,20151230,SNWD,178,,,H,0700,44.0633,-92.0397,263.7,MN,ALTURA 5W,,,
USC00210157,20151230,SNWD,229,,,H,,43.8836,-94.1664,313.9,MN,AMBOY,,,
USC00210355,20151230,SNWD,178,,,H,0700,43.6542,-92.9739,365.5,MN,AUSTIN WWT FAC,,,
USC00210643,20151230,SNWD,102,,,H,0700,47.5369,-94.8297,414.5,MN,BEMIDJI,,,72755
USC00210855,20151230,SNWD,152,,,H,,43.6236,-94.0947,335.3,MN,BLUE EARTH 1S,,,
USC00210939,20151230,SNWD,102,,,H,,46.3433,-94.2086,359.7,MN,BRAINERD,,,
USC00210981,20151230,SNWD,102,,,H,,43.5439,-93.8422,356.6,MN,BRICELYN,,,
USC00210989,20151230,SNWD,279,,,H,,47.2472,-91.8625,452.9,MN,BRIMSON 2S,,,
USC00211063,20151230,SNWD,152,,,H,,45.5958,-96.8283,298.1,MN,BROWNS VALLEY,,,
USC00211074,20151230,SNWD,178,,,H,,46.3003,-92.5336,381.9,MN,BRUNO 7ENE,,,
USC00211174,20151230,SNWD,229,,,H,0700,44.0908,-92.6400,317.3,MN,BYRON 4NORTH,,,
USC00211198,20151230,SNWD,178,,,H,0700,43.6308,-91.5028,355.4,MN,CALEDONIA,,,
USC00211250,20151230,SNWD,254,,,H,0800,48.6100,-95.1817,392.9,MN,CAMP NORRIS DNR,,,
USC00211374,20151230,SNWD,127,,,H,,47.3847,-94.6147,395.0,MN,CASS LAKE,,,
USC00211448,20151230,SNWD,102,,,H,2400,44.8497,-93.5644,288.3,MN,CHANHASSEN WSFO,,,
USC00211468,20151230,SNWD,152,,,H,,44.8131,-93.6311,281.3,MN,CHASKA 2NW,,,
USC00211691,20151230,SNWD,178,,,H,,45.5794,-94.3919,368.8,MN,COLLEGEVILLE ST JOHN,,,
USC00211771,20151230,SNWD,178,,,H,,47.8947,-92.5336,413.0,MN,COOK 8NE,,,
USC00211840,20151230,SNWD,178,,,H,0700,47.1686,-92.4628,403.3,MN,COTTON,,,
USC00212486,20151230,SNWD,203,,,H,0700,44.0969,-92.2703,338.3,MN,ELGIN 2SSW,,,
USC00212500,20151230,SNWD,102,,,H,,45.3047,-93.5842,268.2,MN,ELK RVR,,,
USC00212555,20151230,SNWD,229,,,H,0800,47.9753,-91.4556,425.2,MN,ELY 25E,,,
USC00212576,20151230,SNWD,229,,,H,,47.6581,-92.1958,426.7,MN,EMBARRASS,,,
USC00212842,20151230,SNWD,127,,,H,,46.9728,-92.8700,384.0,MN,FLOODWOOD 3 NE,,,
USC00212881,20151230,SNWD,102,,,H,,45.3397,-92.9125,292.6,MN,FOREST LAKE 5NE,,,
USC00213076,20151230,SNWD,203,,,H,,44.5564,-94.2208,310.3,MN,GAYLORD,,,
USC00213290,20151230,SNWD,279,,,H,0600,43.7047,-92.5644,411.5,MN,GRAND MEADOW,,HCN,
USC00213296,20151230,SNWD,76,,,H,,47.9711,-89.6908,222.5,MN,GRAND PORTAGE,,,
USC00213303,20151230,SNWD,152,,,H,,47.2436,-93.4975,399.3,MN,GRAND RPDS FOREST LAB,,HCN,
USC00213411,20151230,SNWD,102,,,H,,46.4119,-94.3608,370.3,MN,GULL LAKE DAM,,,
USC00213417,20151230,SNWD,254,,,H,,48.1603,-90.8842,443.5,MN,GUNFLINT LAKE 10 NW,,,
USC00213567,20151230,SNWD,152,,,H,,44.7597,-92.8689,211.8,MN,HASTINGS DAM 2,,,
USC00214008,20151230,SNWD,127,,,H,,48.6236,-93.8992,333.8,MN,INDUS 3 W,,,
USC00214077,20151230,SNWD,279,,,H,0900,47.5933,-91.6514,530.4,MN,ISABELLA 14W,,,
USC00214093,20151230,SNWD,254,,,H,0900,47.0239,-92.0700,429.8,MN,ISLAND LAKE 4E,,,
USC00214103,20151230,SNWD,102,,,H,,46.3197,-93.5014,391.7,MN,ISLE 12N,,,
USC00214176,20151230,SNWD,152,,,H,,44.6500,-93.6356,271.3,MN,JORDAN 1SSW,,,
USC00214191,20151230,SNWD,203,,,H,,48.4089,-93.0483,365.8,MN,KABETOGAMA,,,
USC00214373,20151230,SNWD,102,,,H,,45.3533,-94.3056,353.6,MN,KIMBALL 3N,,,
USC00214438,20151230,SNWD,178,,,H,0700,44.4364,-92.2792,213.4,MN,LAKE CITY,,,
USC00214453,20151230,SNWD,254,,,H,,43.7022,-95.1519,466.3,MN,LAKEFIELD 2NE,,,
USC00214652,20151230,SNWD,127,,,H,,47.2467,-94.2228,396.8,MN,LEECH LAKE,,HCN,
USC00214778,20151230,SNWD,76,,,H,,45.1278,-94.5347,341.4,MN,LITCHFIELD,,,
USC00214861,20151230,SNWD,178,,,H,,45.9647,-94.8892,408.4,MN,LONG PRAIRIE,,,
USC00214994,20151230,SNWD,178,,,H,,45.0025,-96.1661,329.2,MN,MADISON WWTP,,,
USC00215204,20151230,SNWD,178,,,H,,44.4706,-95.7908,351.1,MN,MARSHALL,,,
USC00215325,20151230,SNWD,178,,,H,0700,45.6775,-94.8022,362.7,MN,MELROSE,,,
USC00215392,20151230,SNWD,76,,,H,,45.7533,-93.6617,324.3,MN,MILACA,,,
USC00215400,20151230,SNWD,279,,,H,,45.1219,-95.9269,310.9,MN,MILAN 1 NW,,HCN,
USC00215482,20151230,SNWD,203,,,H,,44.5631,-95.9969,369.1,MN,MINNEOTA,,,
USC00215488,20151230,SNWD,178,,,H,,44.1600,-91.8122,204.2,MN,MINNESOTA CITY DAM 5,,,
USC00215563,20151230,SNWD,51,,,H,,44.9342,-95.7461,301.8,MN,MONTEVIDEO 1 SW,,HCN,
USC00215586,20151230,SNWD,51,,,H,0700,46.8875,-96.7483,275.5,MN,MOORHEAD,,,
USC00215615,20151230,SNWD,76,,,H,,45.8775,-93.3147,310.3,MN,MORA,,HCN,
USC00215638,20151230,SNWD,152,,,H,,45.5900,-95.8744,347.5,MN,MORRIS WC EXP STN,,HCN,
USC00215838,20151230,SNWD,102,,,N,,45.0100,-93.3792,286.5,MN,NEW HOPE,,,
USC00215989,20151230,SNWD,178,,,H,0700,47.8358,-94.2556,431.3,MN,NORTHOME 3S,,,
USC00216166,20151230,SNWD,127,,,H,,46.0681,-93.6664,384.0,MN,ONAMIA RS,,,
USC00216276,20151230,SNWD,102,,,H,,46.4314,-95.5464,298.7,MN,OTTERTAIL,,,
USC00216287,20151230,SNWD,203,,,H,0800,44.0981,-93.2308,347.5,MN,OWATONNA,,,
USC00216547,20151230,SNWD,102,,,H,0800,46.6694,-94.1089,381.0,MN,PINE RIVER DAM,,HCN,
USC00216565,20151230,SNWD,305,,,H,,44.0139,-96.3258,519.7,MN,PIPESTONE,,HCN,
USC00216612,20151230,SNWD,178,,,H,,47.2508,-93.5861,390.1,MN,POKEGAMA DAM,,,
USC00216654,20151230,SNWD,203,,,H,0800,43.6725,-92.0747,283.5,MN,PRESTON,,,
USC00216817,20151230,SNWD,178,,,H,,44.5711,-92.5283,209.7,MN,RED WING,,,
USC00216822,20151230,SNWD,152,,,H,0600,44.6103,-92.6100,206.3,MN,RED WING DAM 3,,,
USC00216839,20151230,SNWD,203,,,H,0630,44.5486,-95.0997,310.9,MN,REDWOOD FALLS,,,
USC00216920,20151230,SNWD,76,,,H,,45.7575,-94.2072,332.2,MN,RICE,,,
USC00217011,20151230,SNWD,254,,,H,0700,43.9336,-92.4728,376.1,MN,ROCHESTER AP 2NE,,,
USC00217917,20151230,SNWD,152,,,H,0700,43.6125,-91.6222,349.0,MN,SPRING GROVE 4N,,,
USC00217941,20151230,SNWD,229,,,H,0700,43.6933,-92.3925,388.6,MN,SPRING VALLEY,,,
USC00218039,20151230,SNWD,102,,,H,,45.0456,-92.8522,273.7,MN,STILLWATER 2SW,,,
USC00218227,20151230,SNWD,152,,,H,0730,44.2814,-92.1942,243.8,MN,THEILMAN 1SSW,,,
USC00218254,20151230,SNWD,178,,,H,,48.2211,-95.2475,377.0,MN,THORHULT,,,
USC00218450,20151230,SNWD,102,,,H,,44.9847,-93.1772,295.7,MN,UNIV OF MINN ST PAUL,,,
USC00218477,20151230,SNWD,76,,,H,1500,45.0483,-93.0958,271.3,MN,VADNAIS LAKE,,,
USC00218552,20151230,SNWD,102,,,H,0700,44.3850,-92.0486,213.4,MN,WABASHA,,,
USC00218692,20151230,SNWD,178,,,H,0800,44.0708,-93.5264,351.4,MN,WASECA S RSCH & OUTREACH CTR,,,
USC00218808,20151230,SNWD,254,,,H,0800,43.7467,-93.7367,345.9,MN,WELLS,,,
USC00218907,20151230,SNWD,152,,,H,,45.8081,-96.5042,310.3,MN,WHEATON,,,
USC00218986,20151230,SNWD,102,,,H,,45.5231,-92.7489,256.0,MN,WILD RVR SP,,,
USC00219001,20151230,SNWD,127,,,H,0600,45.1900,-95.0586,362.7,MN,WILLMAR 5N,,,
USC00219033,20151230,SNWD,305,,,H,0800,43.8575,-95.1167,419.1,MN,WINDOM,,,
USC00219046,20151230,SNWD,254,,,H,,43.7639,-94.1661,338.3,MN,WINNEBAGO,,HCN,
USC00219059,20151230,SNWD,178,,,H,,47.4306,-94.0586,400.8,MN,WINNIBIGOSHISH DAM,,,
USC00219072,20151230,SNWD,203,,,H,0600,44.0875,-91.6703,202.1,MN,WINONA DAM 5 A,,,
USC00219134,20151230,SNWD,406,,,H,,47.4500,-91.2167,426.7,MN,WOLF RIDGE ELC,,,
USC00219170,20151230,SNWD,305,,,H,,43.6450,-95.5803,478.5,MN,WORTHINGTON 2 NNE,,,
USC00219173,20151230,SNWD,127,,,H,0600,46.6803,-92.9542,405.4,MN,WRIGHT 3 E,,,
USC00220237,20151230,SNWD,0,,,H,0700,34.7803,-90.1153,73.2,MS,ARKABUTLA DAM,,,
USC00220290,20151230,SNWD,0,,,H,0700,34.8492,-89.1597,183.8,MS,ASHLAND,,,
USC00221738,20151230,SNWD,0,,,H,,33.7367,-90.7444,42.1,MS,CLEVELAND,,,
USC00221880,20151230,SNWD,0,,,H,,33.4678,-88.3847,44.2,MS,COLUMBUS,,HCN,
USC00223605,20151230,SNWD,0,,,H,,33.3592,-91.0600,38.1,MS,GREENVILLE,,HCN,
USC00224001,20151230,SNWD,0,,,H,0700,34.6189,-89.1911,121.9,MS,HICKORY FLAT,,,
USC00224265,20151230,SNWD,0,,,H,,33.8847,-88.9867,88.4,MS,HOUSTON,,,
USC00228556,20151230,SNWD,0,,,H,,31.4222,-89.5386,88.4,MS,SUMRALL,,,
